Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,imagem_1mb,5723,0,38,68.86151904193446,11.917797000023711,3700.5977859998893,1048576.0,47.919890310652605,0.0,38,44,50,55,87,140,240,380,3600,3700,3700
,Aggregated,5723,0,38,68.86151904193446,11.917797000023711,3700.5977859998893,1048576.0,47.919890310652605,0.0,38,44,50,55,87,140,240,380,3600,3700,3700
