Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,imagem_300kb,5800,0,26,34.91435066862093,9.073752999938733,322.85430399997495,307200.0,48.6990939330392,0.0,26,30,35,39,64,95,140,180,280,320,320
,Aggregated,5800,0,26,34.91435066862093,9.073752999938733,322.85430399997495,307200.0,48.6990939330392,0.0,26,30,35,39,64,95,140,180,280,320,320
