Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,imagem_300kb,11583,0,20,30.34254813622565,8.08155800041277,3185.119843999928,307200.0,97.53868580756605,0.0,20,23,25,27,40,70,130,170,650,3100,3200
,Aggregated,11583,0,20,30.34254813622565,8.08155800041277,3185.119843999928,307200.0,97.53868580756605,0.0,20,23,25,27,40,70,130,170,650,3100,3200
