Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,texto_400kb,4014,41,6200,6308.520581420281,2.683597000213922,12449.383082000168,482668.0311410065,33.51377182961414,0.34231804808524663,6200,6700,7000,7300,8100,8800,9500,9900,11000,12000,12000
,Aggregated,4014,41,6200,6308.520581420281,2.683597000213922,12449.383082000168,482668.0311410065,33.51377182961414,0.34231804808524663,6200,6700,7000,7300,8100,8800,9500,9900,11000,12000,12000
