Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,imagem_1mb,16486,0,54,74.2521301370897,10.888683999837667,847.073339000417,1048576.0,137.82798147246808,0.0,54,70,85,96,140,190,280,360,600,840,850
,Aggregated,16486,0,54,74.2521301370897,10.888683999837667,847.073339000417,1048576.0,137.82798147246808,0.0,54,70,85,96,140,190,280,360,600,840,850
