Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,texto_400kb,3949,0,3700,3853.970874731314,807.5289210000847,10373.351719000311,487649.0,33.163701352097505,0.0,3700,4000,4200,4400,5200,6300,7600,8400,10000,10000,10000
,Aggregated,3949,0,3700,3853.970874731314,807.5289210000847,10373.351719000311,487649.0,33.163701352097505,0.0,3700,4000,4200,4400,5200,6300,7600,8400,10000,10000,10000
