Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,texto_400kb,3504,0,4100,4587.741437324505,1862.947018000341,11537.78523100027,487649.0,29.357382263690006,0.0,4100,4800,5400,5800,6900,7700,8600,9300,11000,12000,12000
,Aggregated,3504,0,4100,4587.741437324505,1862.947018000341,11537.78523100027,487649.0,29.357382263690006,0.0,4100,4800,5400,5800,6900,7700,8600,9300,11000,12000,12000
