Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,imagem_300kb,16718,0,22,32.53902543851234,8.108195000204432,3170.2773659999366,307200.0,140.6133883657348,0.0,22,25,28,32,53,86,130,180,460,3100,3200
,Aggregated,16718,0,22,32.53902543851234,8.108195000204432,3170.2773659999366,307200.0,140.6133883657348,0.0,22,25,28,32,53,86,130,180,460,3100,3200
