Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,hibrido_01_imagem_1mb,3453,120,1300,1314.4107101436468,2.9999779999343446,2849.261607000244,1012135.4787141616,28.788396089616132,1.0004655461204564,1300,1500,1600,1700,1900,2100,2300,2400,2700,2800,2800
GET,hibrido_02_texto_400kb,3299,95,5700,5608.850096464387,2.3345019999396754,9201.792160000423,473606.3643528342,27.504465305428216,0.792035224012028,5700,6100,6300,6500,6900,7300,7900,8200,9000,9200,9200
GET,hibrido_03_imagem_300kb,3254,122,1200,1181.227648744308,2.0486069997787126,2749.7121560004416,295682.3601720959,27.129290725633044,1.0171399718891307,1200,1300,1400,1500,1600,1800,2000,2200,2600,2700,2700
,Aggregated,10006,337,1500,2686.9849509670066,2.0486069997787126,9201.792160000423,601587.2080751549,83.4221521206774,2.809640742021615,1500,2100,5100,5500,6200,6700,7200,7700,8500,9100,9200
